0,15:27:19,553
1,15:27:39,556
2,15:27:59,560
3,15:28:19,562
4,15:28:39,568
5,15:28:59,557
6,15:29:19,553
7,15:29:39,567
8,15:29:59,608
9,15:30:19,597
10,15:30:39,590
11,15:30:59,599
12,15:31:19,595
13,15:31:38,581
14,15:31:58,573
15,15:32:18,578
16,15:32:38,582
17,15:32:58,584
18,15:33:18,571
19,15:33:38,588
20,15:33:58,585
21,15:34:18,583
22,15:34:38,584
23,15:34:58,572
24,15:35:18,577
25,15:35:38,585
26,15:35:58,635
27,15:36:18,630
28,15:36:38,611
29,15:36:58,619
30,15:37:18,620
31,15:37:38,607
32,15:37:58,608
33,15:38:18,573
34,15:38:38,589
35,15:38:57,588
36,15:39:17,580
37,15:39:37,575
38,15:39:57,575
39,15:40:17,582
40,15:40:37,585
41,15:40:57,580
42,15:41:17,584
43,15:41:37,571
44,15:41:57,585
45,15:42:17,586
46,15:42:37,597
47,15:42:57,578
48,15:43:17,571
49,15:43:37,576
50,15:43:57,579
51,15:44:17,581
52,15:44:37,592
53,15:44:57,578
54,15:45:17,570
55,15:45:37,627
56,15:45:57,645
57,15:46:17,663
58,15:46:37,730
59,15:46:57,845
60,15:47:17,852
61,15:47:37,818
62,15:47:57,711
63,15:48:17,686
64,15:48:36,669
65,15:48:56,680
66,15:49:16,678
67,15:49:36,691
68,15:49:56,682
69,15:50:16,682
