0,09:28:31,27,70
1,09:29:31,27,70
2,09:30:30,27,70
3,09:31:30,27,70
4,09:32:30,27,70
5,09:33:30,27,70
6,09:34:29,27,70
7,09:35:29,27,70
8,09:36:29,27,70
9,09:37:29,27,70
10,09:38:28,27,70
11,09:39:28,27,70
12,09:40:28,27,70
13,09:41:27,27,70
14,09:42:27,27,70
15,09:43:27,27,70
16,09:44:27,27,70
17,09:45:26,27,70
18,09:46:26,27,70
19,09:47:26,27,69
20,09:48:25,27,70
21,09:49:25,27,69
22,09:50:25,27,69
23,09:51:24,27,70
24,09:52:24,27,70
25,09:53:24,27,69
26,09:54:24,27,69
27,09:55:23,27,69
28,09:56:23,27,69
29,09:57:23,27,69
30,09:58:23,27,69
31,09:59:22,27,69
32,10:00:21,27,69
33,10:01:21,27,69
34,10:02:21,27,69
35,10:03:21,27,69
36,10:04:21,27,69
37,10:05:21,27,69
38,10:06:20,27,69
39,10:07:20,27,69
40,10:08:19,27,69
41,10:09:19,27,69
42,10:10:19,27,69
43,10:11:19,27,69
44,10:12:18,27,69
45,10:13:18,27,69
46,10:14:18,27,69
47,10:15:18,27,69
48,10:16:17,27,69
49,10:17:17,27,69
50,10:18:17,27,69
51,10:19:17,27,69
52,10:20:16,27,69
53,10:21:16,27,69
54,10:22:16,27,69
55,10:23:16,27,69
56,10:24:15,27,69
